File 158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Comment,Mastery,Shez M,Shez F,Byleth M,Byleth F,Edelgard,Hubert,Dorothea,Ferdinand,Bernadetta,Caspar,Petra,Linhardt,Dimitri,Dedue,Felix,Mercedes,Ashe,Annette,Sylvain,Ingrid,Claude,Lorenz,Hilda,Raphael,Lysithea,Ignatz,Marianne,Leonie,Yuri,Constance,Balthus,Hapi,Manuela,Hanneman?,Seteth,Flayn,Cyril?,Catherine,Alois?,Gilbert?,Shamir,Jeralt,Rhea,Anna?,Jeritza,Rodrigue,Monica,Holst,?,?,?,Sothis,Arval M,Gatekeeper,Arval F
,,,---,---,Aura,Aura,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,2-star,---,---,Saint's Power,Saint's Power,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,3-star,---,---,Goddess's Vessel,Goddess's Vessel,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2B,Dancer,1-star,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance,Sword Dance
,,2-star,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance,Special Dance
,,3-star,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Rally Charm,Rally Dexterity,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Rally Deluxe,Charm Catalyst,Rally Magic,Charm Catalyst,Charm Catalyst,Charm Catalyst,Rally Strength,Charm Catalyst,Rally Speed,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Rally Charm,Charm Catalyst,Rally Defense,Rally Luck,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Rally Resistance,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst,Charm Catalyst
2C,Great Lord,1-star,---,---,---,---,---,---,---,---,---,---,---,---,Swordbreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,---,---,---,---,---,---,---,---,Thunder Rush,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,2-star,---,---,---,---,---,---,---,---,---,---,---,---,Seasoned Tactics,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,---,---,---,---,---,---,---,---,Paraselene,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,3-star,---,---,---,---,---,---,---,---,---,---,---,---,Savior of the Meek,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2D,Armored Lord,1-star,---,---,---,---,Pomp & Circumstance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,Shredder,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,2-star,---,---,---,---,Emperor's Ploy,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,3-star,---,---,---,---,Perspective,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2E,High Lord,1-star,---,---,---,---,---,---,---,---,---,---,---,---,Pomp & Circumstance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,---,---,---,---,---,---,---,---,Frozen Lance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,2-star,---,---,---,---,---,---,---,---,---,---,---,---,King's Ploy,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,3-star,---,---,---,---,---,---,---,---,---,---,---,---,Perspective,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2F,Wyvern Master,1-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Pomp & Circumstance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Break Shot,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,2-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Leader's Ploy,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,3-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Perspective,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
30,Death Knight,1-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Swordbreaker,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Dark Lance,---,---,---,---,---,---,---,---,---,---
,,2-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Solitary Stand,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Death Γ,---,---,---,---,---,---,---,---,---,---
,,3-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Counterattack (dupe),---,---,---,---,---,---,---,---,---,---
31,Fluegel,1-star,Carpe Diem,Carpe Diem,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,Windsweep,Windsweep,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,2-star,Dual Wielder's Ploy,Dual Wielder's Ploy,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,3-star,True Awakening,True Awakening,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
32,Trickster,1-star,Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Axebreaker,Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Axebreaker,Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe),Pass (dupe)
,,,Electric Grounder,Electric Grounder,Electric Grounder,Electric Grounder,Electric Grounder,Magic Blade,Electric Grounder,Electric Grounder,Magic Blade,Electric Grounder,Electric Grounder,Electric Grounder,Electric Grounder,Magic Blade,Electric Grounder,Magic Blade,Electric Grounder,Electric Grounder,Magic Blade,Magic Blade,Electric Grounder,Magic Blade,Electric Grounder,Magic Blade,Electric Grounder,Electric Grounder,Magic Blade,Magic Blade,Electric Grounder,Magic Blade,Magic Blade,Magic Blade,Electric Grounder,Magic Blade,Magic Blade,Electric Grounder,Magic Blade,Magic Blade,Magic Blade,Magic Blade,Magic Blade,Electric Grounder,Magic Blade,Electric Grounder,Magic Blade,Magic Blade,Electric Grounder,Electric Grounder,Electric Grounder,Electric Grounder,Electric Grounder,Electric Grounder,Electric Grounder,Electric Grounder,Electric Grounder
,,2-star,Medical Expertise,Medical Expertise,Medical Expertise,Medical Expertise,Medical Expertise,Dex +10,Dex +10,Medical Expertise,Forethought,Medical Expertise,Medical Expertise,Medical Expertise,Forethought,Dex +10,Medical Expertise,Dex +10,Medical Expertise,Medical Expertise,Dex +10,Forethought,Medical Expertise,Dex +10,Dex +10,Forethought,Medical Expertise,Medical Expertise,Forethought,Dex +10,Medical Expertise,Forethought,Dex +10,Forethought,Dex +10,Forethought,Dex +10,Dex +10,Forethought,Dex +10,Forethought,Forethought,Dex +10,Dex +10,Dex +10,Medical Expertise,Forethought,Dex +10,Medical Expertise,Dex +10,Medical Expertise,Medical Expertise,Medical Expertise,Dex +10,Dex +10,Dex +10,Dex +10
,,3-star,Patience,Patience,Burst of Valor,Burst of Valor,Burst of Resolve,Burst of Valor,Burst of Resolve,Burst of Valor,Burst of Resolve,Patience,Patience,Burst of Resolve,Patience,Burst of Valor,Patience,Burst of Resolve,Burst of Resolve,Burst of Resolve,Burst of Valor,Patience,Patience,Burst of Resolve,Burst of Resolve,Patience,Burst of Resolve,Burst of Valor,Burst of Resolve,Burst of Valor,Burst of Resolve,Burst of Resolve,Patience,Patience,Patience,Burst of Valor,Burst of Valor,Burst of Valor,Patience,Burst of Valor,Burst of Valor,Burst of Valor,Patience,Patience,Burst of Valor,Burst of Valor,Burst of Resolve,Patience,Burst of Valor,Patience,Burst of Valor,Burst of Valor,Burst of Valor,Burst of Valor,Patience,Patience,Patience
33,(War Monk?),none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,(Dark Flier?),none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,(Valkyrie?),none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Saint,1-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Axebreaker,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Haze Slice,---,---,---,---,---,---,---,---,---,---,---,---
,,2-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Goddess's Blessing,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Agnea's Arrow,---,---,---,---,---,---,---,---,---,---,---,---
,,3-star,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Counterattack (dupe),---,---,---,---,---,---,---,---,---,---,---,---
37,Avesta,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Prionsa,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Gurgan,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A,Asura,1-star,Axebreaker,Axebreaker,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,Dark Spikes Τ,Dark Spikes Τ,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,2-star,Renewed Carnage,Renewed Carnage,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,Swift Slice,Swift Slice,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,3-star,The Creation,The Creation,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
3B,Silverheart,1-star,---,---,Carpe Diem,Carpe Diem,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,,---,---,Firesweep,Firesweep,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,2-star,---,---,Mage Knight's Ploy,Mage Knight's Ploy,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,,3-star,---,---,True Awakening,True Awakening,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,The rest,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
